y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
Dragspel,-0.91308,1085.44488,1000.70992,91.43625,0.00000,Brinnelvägen 8,0.06017,0.12198,5474.08593,-89184.30073,False,False,1.82616
Serpent,0.35623,1104.46379,1000.34754,-35.42153,0.00000,Brinnelvägen 8,2.19041,1.30689,5473.23204,-89185.91559,True,False,-0.71247
Dragspel,0.81749,-411.85613,1001.04989,-81.20825,-0.00000,Slussen,2.46590,0.52549,5474.29939,-89187.30836,False,False,-1.63499
Dragspel,0.00107,-983.68687,1000.93301,0.33026,-0.00000,Entrée,-2.35826,1.97402,5475.70917,-89185.88345,False,False,-0.00213
Serpent,0.35093,-465.85300,1000.66800,-34.79748,-0.00000,Slussen,0.16745,1.12760,5476.17919,-89186.02469,False,False,-0.70187
Dragspel,1.09602,79.29308,1000.92914,-109.07827,0.00000,N/A,2.75703,0.96960,5473.57774,-89185.47965,True,False,-2.19205
Dragspel,2.05906,-283.73228,1000.60977,-205.71041,-0.00000,Slussen,5.90022,-2.02119,5472.54952,-89183.30288,True,False,-4.11812
Nyckelharpa,1.43711,-518.43693,1000.30537,-143.47867,-0.00000,Slussen,0.26535,-1.76048,5477.05273,-89186.00520,False,False,-2.87423
Nyckelharpa,0.32212,2267.36194,1000.34030,-32.08013,0.00000,KTH Biblioteket,-0.60805,-1.39146,5473.32030,-89185.41084,True,True,-0.64423
Dragspel,2.20472,-1335.58856,1000.65474,-220.31802,-0.00000,Lindstedsvägen 24,1.11307,-3.59137,5474.39561,-89186.27372,False,False,-4.40944
Dragspel,0.74436,-387.75752,1000.55948,-74.22061,-0.00000,Slussen,0.99390,-2.29177,5474.20485,-89186.13975,False,False,-1.48872
Serpent,1.86904,212.66737,1000.70610,-186.54955,0.00000,N/A,1.28329,-3.01858,5475.63777,-89183.05515,True,False,-3.73808
Serpent,0.22450,-672.45847,1000.39276,-22.40593,-0.00000,Slussen,-1.40067,1.20790,5477.58984,-89187.22690,False,False,-0.44899
Nyckelharpa,1.94482,838.62371,1000.63365,-194.29943,0.00000,Entrée,0.65615,-2.00949,5473.63411,-89186.08172,True,False,-3.88963
Serpent,-0.85664,260.01334,1000.53780,85.74609,0.00000,Slussen,-0.12283,1.79063,5474.87705,-89186.08412,False,False,1.71329
Nyckelharpa,1.32499,1314.58411,1000.57102,-132.29693,0.00000,Brinnelvägen 8,1.78085,-0.70936,5478.74206,-89184.81030,True,False,-2.64998
Serpent,0.90742,-1547.13538,1000.26566,-90.68858,-0.00000,Lindstedsvägen 24,-0.60194,-0.28263,5474.62568,-89185.27965,False,False,-1.81483
Nyckelharpa,0.34490,1214.23798,1000.62701,-34.32468,0.00000,Brinnelvägen 8,0.49345,0.32055,5474.53135,-89186.86174,True,False,-0.68980
Dragspel,0.57452,2238.04385,1000.42268,-57.31323,0.00000,KTH Biblioteket,0.06297,-0.29458,5473.88886,-89185.49535,True,True,-1.14904
Dragspel,1.72033,-2214.51230,1000.65309,-171.78157,-0.00000,KTH Biblioteket,2.80465,-4.75770,5473.96686,-89184.83716,False,False,-3.44067
Dragspel,1.59117,-372.95932,1000.92846,-158.57031,-0.00000,Slussen,0.64978,-1.05749,5475.05989,-89185.72713,True,False,-3.18234
Dragspel,1.96706,168.96226,1000.89669,-196.41407,0.00000,N/A,1.51334,-2.35853,5474.19414,-89186.47458,True,False,-3.93412
Dragspel,1.94619,-222.26190,1000.90764,-194.09208,-0.00000,Slussen,2.38127,-1.65910,5474.34115,-89185.00134,True,False,-3.89239
Serpent,1.44927,86.79652,1000.60814,-144.62502,0.00000,N/A,3.51016,0.33742,5473.16750,-89188.30504,True,False,-2.89854
Serpent,0.42552,-48.02066,1000.30997,-42.52468,-0.00000,N/A,2.49721,-0.04103,5474.14403,-89185.74134,False,False,-0.85105
Dragspel,0.89637,111.59253,1000.74860,-89.39658,0.00000,N/A,-0.82015,-0.34635,5473.47841,-89187.24233,True,False,-1.79274
Dragspel,0.60823,2400.85385,1000.52815,-60.37673,0.00000,KTH Biblioteket,1.30040,-0.79010,5475.99492,-89186.03520,True,True,-1.21646
Nyckelharpa,0.33584,2027.75985,1000.51360,-33.30070,0.00000,KTH Biblioteket,0.50245,-1.24077,5478.15387,-89185.68503,True,True,-0.67167
Serpent,1.83314,346.33387,1000.61799,-182.88508,0.00000,N/A,-0.75645,-0.74756,5472.60800,-89185.85250,True,False,-3.66627
Dragspel,2.42533,59.98701,1000.67192,-242.13464,0.00000,N/A,4.92324,-2.67375,5476.12082,-89185.27049,True,False,-4.85065
Serpent,2.93308,-1967.90439,1000.58666,-292.99406,-0.00000,KTH Biblioteket,1.87773,-2.48209,5475.19442,-89183.20124,False,False,-5.86616
Dragspel,1.22698,-1114.17793,1000.59374,-122.14665,-0.00000,Brinnelvägen 8,-0.25329,-0.81347,5474.37959,-89189.57823,False,False,-2.45395
Dragspel,0.18323,-29.82079,1000.27330,-18.29241,-0.00000,N/A,0.69149,1.46303,5473.45405,-89186.39872,False,False,-0.36645
Serpent,1.42101,563.35540,1000.58857,-141.87950,0.00000,Slussen,1.77985,0.67339,5474.01903,-89184.64936,True,False,-2.84202
Nyckelharpa,1.14101,-38.62034,1000.35041,-113.86772,-0.00000,N/A,-0.77378,-1.85884,5479.59695,-89184.59815,True,False,-2.28203
Dragspel,-0.54585,-199.47467,1000.92994,54.89834,-0.00000,N/A,-0.69593,0.81005,5471.12311,-89184.96916,False,False,1.09171
Dragspel,1.97802,-823.34642,1000.05556,-197.77191,-0.00000,Entrée,0.57387,-2.57015,5474.94726,-89187.92642,True,False,-3.95604
Dragspel,1.36070,-274.88805,1000.54493,-135.90775,-0.00000,Slussen,-1.16528,0.54537,5472.09375,-89186.82805,True,False,-2.72141
Dragspel,1.56234,-309.31721,1000.74188,-155.87543,-0.00000,Slussen,2.44761,-2.34631,5472.64416,-89186.42547,True,False,-3.12469
Dragspel,1.72452,31.39655,1000.81033,-172.03542,0.00000,N/A,1.75737,-3.06325,5475.08073,-89186.37147,True,False,-3.44903
Serpent,0.16523,393.40764,1000.22230,-16.49596,0.00000,Slussen,1.65028,-0.30936,5476.04549,-89183.47828,False,False,-0.33045
Dragspel,0.66144,1379.92140,1000.53913,-65.72419,0.00000,Lindstedsvägen 24,-0.77159,1.35740,5473.89253,-89184.33599,True,False,-1.32288
Dragspel,1.67980,946.47421,1000.40476,-167.72210,0.00000,Entrée,0.26487,-0.26335,5472.95400,-89185.99586,True,False,-3.35960
Serpent,1.26797,1010.56690,1000.76484,-126.55710,0.00000,Entrée,0.03819,-1.79637,5475.31030,-89185.17956,True,False,-2.53595
Dragspel,0.22559,-855.18454,1000.69984,-22.42720,-0.00000,Entrée,-0.69433,-0.45277,5475.79441,-89187.40212,False,False,-0.45118
Serpent,0.08475,987.04469,1000.78010,-8.03780,0.00000,Brinnelvägen 8,-0.73481,-2.34496,5476.06134,-89185.06012,True,False,-0.16951
Nyckelharpa,-1.59974,723.64716,1000.34286,160.12423,0.00000,Entrée,-2.13297,0.95940,5472.55742,-89186.33526,False,False,3.19948
Nyckelharpa,0.82714,-402.63732,1000.40764,-82.56711,-0.00000,Slussen,0.11202,-0.58094,5473.41892,-89186.57261,False,False,-1.65427
Dragspel,1.77813,-238.51974,1000.82973,-177.43180,-0.00000,Slussen,0.13828,-3.56020,5474.01765,-89184.82573,True,False,-3.55625
Serpent,2.55122,1357.03256,1000.79533,-254.76440,0.00000,Brinnelvägen 8,3.38783,-1.08748,5475.14015,-89186.79976,True,False,-5.10243
Dragspel,0.78610,331.22745,1000.79518,-78.31643,0.00000,Slussen,-1.62734,1.26315,5472.41730,-89186.67946,True,False,-1.57220
Serpent,0.66370,-275.06059,1000.55855,-66.03549,-0.00000,N/A,0.73846,-0.91458,5474.99014,-89182.26198,False,False,-1.32741
Nyckelharpa,2.49863,-967.01493,1000.68752,-249.56234,-0.00000,Brinnelvägen 8,2.01792,-2.69484,5473.97114,-89186.15345,True,False,-4.99727
Serpent,2.37557,-566.03449,1000.69038,-237.31160,-0.00000,Entrée,0.67958,-4.13442,5476.38612,-89182.95096,True,False,-4.75114
Serpent,1.80260,1857.93459,1000.32846,-180.15013,0.00000,Östra stationen,-0.40297,-5.33398,5474.06616,-89186.08714,True,False,-3.60519
Dragspel,1.24026,-1112.98974,1000.76689,-123.64882,-0.00000,Brinnelvägen 8,-0.84755,-2.41309,5472.37282,-89185.62934,False,False,-2.48053
Nyckelharpa,0.11466,-924.17764,1000.44857,-11.23184,-0.00000,Entrée,-1.16449,1.48150,5478.27677,-89184.73126,False,False,-0.22933
Dragspel,1.00259,632.00894,1000.48200,-100.08639,0.00000,Slussen,-3.97707,1.84252,5472.03838,-89185.71325,True,False,-2.00518
Dragspel,0.59705,-1126.10311,1000.66076,-59.30934,-0.00000,Brinnelvägen 8,1.39580,-2.08832,5473.56557,-89186.02041,False,False,-1.19410
Serpent,2.03258,1540.26347,1000.81899,-202.81466,0.00000,Lindstedsvägen 24,2.47449,-2.97311,5474.51377,-89185.05626,True,False,-4.06515
Dragspel,0.73221,-82.91573,1000.50082,-72.98001,-0.00000,N/A,1.73438,-2.99153,5472.68712,-89183.98992,False,False,-1.46442
Nyckelharpa,1.86418,-2079.43534,1000.54747,-186.16818,-0.00000,KTH Biblioteket,2.57229,-0.80638,5479.60385,-89185.68967,False,False,-3.72836
Serpent,0.92220,1397.16680,1000.71738,-91.81874,0.00000,Lindstedsvägen 24,1.16208,-3.17295,5474.63394,-89185.99617,True,False,-1.84439
Dragspel,0.05882,1058.13456,1000.57158,-5.41228,0.00000,Brinnelvägen 8,0.24956,-0.70100,5474.99877,-89184.94060,True,False,-0.11764
Dragspel,3.20040,-860.36912,1001.22356,-319.51322,-0.00000,Brinnelvägen 8,4.19887,-3.69077,5474.67046,-89186.70050,True,False,-6.40080
Dragspel,0.98687,-531.02875,1000.29677,-98.41543,-0.00000,Slussen,3.09624,0.20907,5476.02666,-89187.23312,False,False,-1.97374
Dragspel,0.71632,469.22729,1001.17364,-71.03889,0.00000,Slussen,-0.09705,-0.57786,5474.23688,-89187.22436,True,False,-1.43265
Nyckelharpa,0.13520,1020.54372,1000.58732,-13.23050,0.00000,Brinnelvägen 8,1.22378,-0.59357,5475.77963,-89187.34676,True,False,-0.27040
Dragspel,0.67107,830.95278,1000.85545,-66.79120,0.00000,Entrée,0.12557,-1.13637,5472.93830,-89186.30528,True,False,-1.34214
Serpent,0.31834,-1013.36282,1000.57150,-31.64278,-0.00000,Entrée,-1.09808,-0.79308,5477.35312,-89186.64790,False,False,-0.63669
Dragspel,1.70039,1628.31889,1000.45699,-169.86436,0.00000,Lindstedsvägen 24,1.59822,-0.70001,5474.42706,-89188.01043,True,False,-3.40079
Dragspel,1.40368,1436.41519,1000.34808,-140.23874,0.00000,Lindstedsvägen 24,1.42365,-2.37054,5472.94320,-89185.19078,True,False,-2.80737
Nyckelharpa,0.53641,-578.34489,1000.58794,-53.48828,-0.00000,Slussen,0.52449,0.05651,5478.36741,-89185.04420,False,False,-1.07281
Nyckelharpa,-0.47149,626.55946,1000.40605,47.33946,0.00000,Entrée,-0.45301,0.44239,5472.56836,-89186.16983,False,False,0.94299
Nyckelharpa,-0.72732,841.70627,1000.31783,72.85913,0.00000,Brinnelvägen 8,-0.81793,0.85312,5472.21630,-89186.82275,False,False,1.45464
Serpent,2.55808,-1774.41290,1000.30778,-255.72309,-0.00000,KTH Biblioteket,3.06201,-3.05130,5473.34753,-89185.68507,False,False,-5.11617
Dragspel,1.30172,1264.62393,1001.06409,-129.72508,0.00000,Brinnelvägen 8,2.01308,-2.69847,5473.14842,-89186.00194,True,False,-2.60344
Dragspel,0.22128,902.39130,1000.44893,-22.05135,0.00000,Entrée,0.57772,-2.87006,5475.27762,-89184.98253,True,False,-0.44255
Dragspel,1.22544,-1676.56848,1000.84761,-122.26473,-0.00000,Östra stationen,-1.63668,0.55021,5471.71418,-89186.42063,False,False,-2.45088
Dragspel,2.48599,268.81934,1000.81006,-248.22720,0.00000,N/A,2.33702,-2.43276,5476.76709,-89185.75597,True,False,-4.97198
Dragspel,-0.63247,460.79643,1000.76169,63.55163,0.00000,Slussen,-0.78772,0.24300,5471.06114,-89185.75054,False,False,1.26493
Dragspel,0.40658,-563.22504,1000.58106,-40.39849,-0.00000,Slussen,1.10253,-1.01076,5473.12156,-89187.08964,False,False,-0.81315
Nyckelharpa,0.38302,646.20560,1000.64454,-38.07550,0.00000,Entrée,0.79071,0.35495,5475.65824,-89187.35194,True,False,-0.76604
Serpent,1.59418,-2298.96065,1000.83547,-158.98175,-0.00000,KTH Biblioteket,1.19749,-5.34683,5475.69737,-89185.61656,False,False,-3.18837
Nyckelharpa,1.84388,742.94750,1000.47417,-184.19072,0.00000,Slussen,2.97568,-1.50353,5478.36661,-89186.47771,True,False,-3.68776
Nyckelharpa,0.52809,-372.46447,1000.53473,-52.61741,-0.00000,Slussen,0.77267,1.10748,5474.96873,-89186.50227,False,False,-1.05617
Nyckelharpa,3.09601,-532.52428,1000.35102,-309.37918,-0.00000,Entrée,3.54385,-4.61434,5477.31492,-89183.96683,True,False,-6.19202
Serpent,1.66992,-286.28336,1000.51361,-166.66364,-0.00000,Slussen,0.35735,-1.14936,5475.60732,-89187.24985,True,False,-3.33984
Nyckelharpa,1.35596,207.35826,1000.46279,-135.35288,0.00000,N/A,2.16344,-1.87175,5477.55400,-89184.86138,True,False,-2.71191
Nyckelharpa,-0.63682,514.49586,1000.65567,63.88021,0.00000,Slussen,-0.35625,1.32034,5480.10687,-89186.93620,False,False,1.27364
Serpent,1.88678,-112.55033,1000.25965,-188.58932,-0.00000,N/A,1.96812,0.23911,5475.59831,-89186.26480,True,False,-3.77357
Dragspel,0.97346,-995.44553,1000.47670,-96.91365,-0.00000,Entrée,1.93481,-0.52196,5473.66570,-89185.85093,False,False,-1.94693
Dragspel,2.40420,509.83062,1000.74336,-240.24269,0.00000,Slussen,6.05859,-3.81326,5473.19771,-89185.66137,True,False,-4.80839
Dragspel,1.85881,-1474.58561,1001.00363,-185.46469,-0.00000,Lindstedsvägen 24,3.71207,-1.36507,5474.64638,-89186.71546,False,False,-3.71763
Nyckelharpa,0.11825,1792.03587,1000.47340,-11.64134,0.00000,Östra stationen,-0.17578,0.40084,5477.42208,-89187.14449,True,False,-0.23650
Nyckelharpa,0.06983,-806.94024,1000.66696,-6.77105,-0.00000,Entrée,1.03622,0.86340,5477.35748,-89185.11781,False,False,-0.13967
Serpent,1.05299,-1648.02832,1000.53050,-105.15209,-0.00000,Östra stationen,1.02421,-2.88281,5478.93051,-89187.53446,False,False,-2.10598
Serpent,0.58732,-1246.53650,1000.72100,-58.52185,-0.00000,Brinnelvägen 8,1.22372,-2.61535,5478.72585,-89188.91168,False,False,-1.17464
Dragspel,1.87824,-1051.81216,1000.43372,-187.65669,-0.00000,Brinnelvägen 8,0.16569,-0.69200,5474.97201,-89186.81022,False,False,-3.75648
Nyckelharpa,1.79802,-1694.69316,1000.30325,-179.56789,-0.00000,Östra stationen,0.84255,-0.72801,5480.02398,-89184.14920,False,False,-3.59603
Nyckelharpa,1.00533,-3289.59472,1000.33143,-100.27191,-0.00001,KTH Biblioteket,2.20572,-1.40829,5473.19996,-89184.83454,False,False,-2.01065
Dragspel,0.44968,20.48065,1000.26115,-44.86367,0.00000,N/A,1.22279,1.06329,5476.26878,-89186.24449,False,False,-0.89936
Dragspel,-0.04496,1917.05051,1000.32992,4.77887,0.00000,KTH Biblioteket,-0.02020,0.05580,5475.79145,-89185.31235,True,False,0.08992
Serpent,0.26908,-745.29877,1000.47621,-26.75825,-0.00000,Slussen,2.48821,0.35408,5476.87490,-89182.94620,False,False,-0.53815
Serpent,1.47552,1842.73145,1000.65050,-147.42172,0.00000,Östra stationen,0.25887,-3.61644,5474.67367,-89186.10354,True,False,-2.95103
Dragspel,1.97116,-202.08862,1000.77460,-196.77437,-0.00000,N/A,2.64189,-2.30127,5473.72689,-89186.56639,True,False,-3.94232
Dragspel,1.33684,-1352.31983,1001.02532,-133.35050,-0.00000,Lindstedsvägen 24,-0.19993,-1.42742,5474.36705,-89185.47541,False,False,-2.67368
Dragspel,1.24427,-2118.07244,1001.03409,-123.99698,-0.00000,KTH Biblioteket,2.73930,-0.29378,5473.01217,-89186.12810,False,False,-2.48854
Dragspel,2.32199,635.83178,1000.16339,-232.13482,0.00000,Slussen,2.47897,-0.92976,5474.34538,-89186.35656,True,False,-4.64397
Dragspel,-0.03400,-1091.07513,1000.88557,3.67831,-0.00000,Entrée,-1.17390,1.08229,5474.93355,-89185.48655,False,False,0.06801
Dragspel,1.62648,2292.31858,1000.63785,-162.50688,0.00000,KTH Biblioteket,0.18618,-2.10668,5471.32173,-89184.30867,True,True,-3.25297
Serpent,1.77570,-497.01354,1000.41048,-177.53120,-0.00000,Slussen,0.66238,-3.62409,5479.29782,-89187.26419,True,False,-3.55141
Serpent,0.23571,71.49062,1000.41271,-23.47370,0.00000,N/A,-0.58054,-0.75293,5474.33450,-89183.19964,False,False,-0.47142
What is a "programming challenge"?
A programming challenge is a type of activity or competition that involves solving a specific problem using programming skills. Typically, a programming challenge presents a problem or puzzle that can be solved using one or more programming languages. Participants are usually given a set of input data, and they must create a program that produces the correct output for that data. Programming challenges can be used to test or improve a programmer's problem-solving skills, creativity, and ability to work under time pressure.

Programming challenges can take many forms, from simple exercises that test basic programming knowledge to complex problems that require advanced algorithmic thinking. Some programming challenges are designed to be solved individually, while others are collaborative, allowing participants to work in teams. Programming challenges can be found on various websites, platforms, and forums, and they are often used by companies and recruiters to assess the programming skills of job candidates.
-- ChatGPT
Dragspel,0.89296,-208.01273,1000.54869,-88.96459,-0.00000,N/A,3.51525,-5.01091,5472.92662,-89185.72647,False,False,-1.78591
Dragspel,2.71306,-70.83246,1000.28245,-271.11981,-0.00000,N/A,2.90397,-2.35271,5473.95150,-89186.57834,True,False,-5.42613
Dragspel,-0.84003,635.80850,1000.71498,84.19426,0.00000,Entrée,0.45772,2.26036,5474.28329,-89185.25369,False,False,1.68006
Serpent,0.94392,355.57371,1000.90790,-93.98753,0.00000,Slussen,2.66353,0.92533,5475.57615,-89185.48484,True,False,-1.88784
Dragspel,0.34783,546.15122,1000.60643,-34.51698,0.00000,Slussen,-0.74530,1.42336,5472.40284,-89184.71587,False,False,-0.69565
Dragspel,0.70216,1955.94481,1000.14038,-70.12269,0.00000,KTH Biblioteket,1.56266,-0.38667,5472.31319,-89185.25705,True,False,-1.40431
Dragspel,-0.05604,0.94028,1000.16510,5.69228,0.00000,N/A,0.36048,-1.54932,5475.15810,-89186.06337,False,False,0.11209
Nyckelharpa,2.00336,-358.85649,1000.27761,-200.07251,-0.00000,Slussen,0.92395,-2.49387,5478.32747,-89185.93278,True,False,-4.00672
Dragspel,0.25979,2269.44831,1000.63307,-25.68733,0.00000,KTH Biblioteket,0.05836,-3.98278,5475.83041,-89187.06937,True,True,-0.51959
Dragspel,-1.29381,1234.96029,1001.00216,129.71883,0.00000,Lindstedsvägen 24,-0.35897,1.57595,5474.50476,-89187.34066,False,False,2.58763
Nyckelharpa,1.35094,-292.93008,1000.66917,-134.79983,-0.00000,Slussen,2.45593,-0.29631,5478.25135,-89185.32500,True,False,-2.70188
Nyckelharpa,2.20720,157.92171,1000.55752,-220.56406,0.00000,N/A,3.60695,-1.89064,5478.57438,-89186.44522,True,False,-4.41439
Dragspel,1.60020,-254.10023,1000.60925,-159.65955,-0.00000,Slussen,1.46364,-3.14997,5471.84215,-89186.73921,True,False,-3.20040
Serpent,0.22895,727.90567,1000.63801,-22.57615,0.00000,Entrée,-0.40220,2.28557,5475.92356,-89185.30955,False,False,-0.45790
Dragspel,2.37917,178.98360,1001.23594,-237.36631,0.00000,N/A,1.20330,-3.04100,5474.19725,-89184.75471,True,False,-4.75834
Serpent,0.39485,1326.17350,1000.55965,-39.10223,0.00000,Lindstedsvägen 24,1.00951,-2.32597,5475.12124,-89185.42649,True,False,-0.78970
Dragspel,1.16635,-1010.79072,1000.59393,-116.44848,-0.00000,Brinnelvägen 8,1.69661,-2.34403,5474.26077,-89185.69086,False,False,-2.33270
Dragspel,1.92109,-802.95913,1001.05598,-191.74150,-0.00000,Entrée,0.89711,-3.31515,5472.58515,-89185.35590,True,False,-3.84218
Dragspel,0.49262,-320.60929,1000.33739,-49.04664,-0.00000,N/A,0.55137,-0.99761,5475.29987,-89186.65531,False,False,-0.98524
Nyckelharpa,0.01427,1015.34023,1000.23687,-1.23722,0.00000,Brinnelvägen 8,-1.09722,-0.17593,5477.93954,-89185.61622,True,False,-0.02854
Dragspel,2.67139,275.18400,1000.38831,-267.05802,0.00000,N/A,4.76417,-3.15464,5475.27634,-89185.16340,True,False,-5.34278
Nyckelharpa,1.29042,351.94941,1000.19734,-128.85052,0.00000,Slussen,0.29598,-2.52912,5474.40668,-89185.83935,True,False,-2.58084
Nyckelharpa,1.71319,-1986.04628,1000.62009,-171.08738,-0.00000,KTH Biblioteket,0.79830,-1.55462,5478.24414,-89184.94802,False,False,-3.42638
Dragspel,0.30399,-199.15314,1001.05234,-29.91929,-0.00000,N/A,-2.04680,1.03011,5473.34565,-89184.50748,False,False,-0.60798
Serpent,1.57223,-1320.80150,1000.78095,-156.79620,-0.00000,Lindstedsvägen 24,2.36273,-0.05018,5474.57854,-89185.24236,False,False,-3.14446
Dragspel,0.84176,-55.81164,1000.72451,-83.92102,-0.00000,N/A,-1.45652,1.13764,5473.57317,-89186.75136,False,False,-1.68351
Dragspel,1.78384,-652.32641,1001.09491,-177.86798,-0.00000,Entrée,1.42077,-0.35693,5475.29131,-89186.60194,True,False,-3.56768
Dragspel,0.89346,3057.64600,1001.09769,-88.84507,0.00001,KTH Biblioteket,1.30677,-2.34161,5475.21978,-89183.51957,True,True,-1.78692
Serpent,1.35663,114.72800,1000.32094,-135.52784,0.00000,N/A,2.65687,2.28447,5478.35579,-89186.64608,True,False,-2.71326
Dragspel,2.39818,-18.43154,1000.34685,-239.78675,-0.00000,N/A,2.13312,-3.85677,5473.08376,-89185.67377,True,False,-4.79637
Dragspel,2.13521,91.66059,1000.65107,-213.41411,0.00000,N/A,4.59580,-3.36541,5475.82456,-89186.27529,True,False,-4.27043
Dragspel,1.45335,222.15337,1000.23089,-145.17576,0.00000,N/A,3.93333,-5.32555,5473.08985,-89188.95925,True,False,-2.90670
Dragspel,1.63010,-852.70600,1001.22773,-162.41760,-0.00000,Entrée,4.20572,-1.97532,5474.51084,-89185.85332,False,False,-3.26019
Nyckelharpa,1.99539,-279.67608,1000.38905,-199.26772,-0.00000,Slussen,2.14706,-2.71631,5477.64568,-89185.97389,True,False,-3.99078
Serpent,2.01613,-91.12255,1000.99660,-201.17541,-0.00000,N/A,2.01617,-0.56362,5475.03328,-89184.71919,True,False,-4.03225
Dragspel,1.52094,-1233.25533,1000.88233,-151.82237,-0.00000,Brinnelvägen 8,-1.13071,-0.50501,5472.86883,-89185.40055,False,False,-3.04189
Nyckelharpa,-0.31009,-655.67391,1000.17642,31.17475,-0.00000,Slussen,-0.28514,0.48577,5473.94343,-89186.23960,False,False,0.62017
Nyckelharpa,1.17168,-1643.81696,1000.66207,-116.89764,-0.00000,Östra stationen,1.42447,-1.10925,5474.68571,-89186.26048,False,False,-2.34335
Dragspel,1.39923,-753.97119,1000.59533,-139.50359,-0.00000,Entrée,1.25951,-3.98827,5474.43215,-89186.79381,False,False,-2.79847
Dragspel,1.71658,-842.42511,1000.86748,-171.41513,-0.00000,Entrée,3.12704,-0.74391,5477.21489,-89186.38386,False,False,-3.43316
Dragspel,-0.12753,747.07199,1000.48654,12.91740,0.00000,Entrée,0.18624,-0.47031,5474.71719,-89185.96427,False,False,0.25506
Dragspel,0.10502,578.07708,1000.77833,-10.39883,0.00000,Slussen,-1.45570,1.25084,5473.14393,-89185.55739,False,False,-0.21004
Dragspel,-1.07175,2461.26264,1000.55349,107.66669,0.00000,KTH Biblioteket,-2.33705,-0.75915,5473.91205,-89186.81292,True,True,2.14350
Dragspel,1.72156,1217.80454,1000.75011,-171.66073,0.00000,Brinnelvägen 8,2.02764,-2.29390,5474.80425,-89186.14913,True,False,-3.44313
Serpent,-0.06747,1082.43048,1000.41444,6.92308,0.00000,Brinnelvägen 8,1.07945,2.99667,5476.04447,-89186.13453,True,False,0.13495
Dragspel,2.09991,-503.70435,1000.56967,-209.62382,-0.00000,Slussen,0.78598,-1.29201,5473.73828,-89187.21602,True,False,-4.19982
Serpent,2.31368,-629.11703,1000.66696,-231.26048,-0.00000,Entrée,3.61309,-3.22082,5477.25532,-89187.65933,True,False,-4.62737
Serpent,0.39026,300.24425,1000.65645,-38.87916,0.00000,Slussen,1.88764,2.25072,5478.40609,-89188.80250,False,False,-0.78051
Dragspel,1.44305,1132.21698,1000.16871,-144.15135,0.00000,Brinnelvägen 8,0.86313,-1.47178,5472.85119,-89185.45152,True,False,-2.88610
Dragspel,0.70282,-421.79522,1000.35052,-70.00447,-0.00000,Slussen,0.50235,-0.78960,5472.82129,-89186.29515,False,False,-1.40565
Nyckelharpa,-0.05469,-685.85133,1000.59561,5.70888,-0.00000,Slussen,0.63996,-0.05659,5473.59726,-89186.71653,False,False,0.10939
Nyckelharpa,0.64899,-1545.28996,1000.50540,-64.64581,-0.00000,Lindstedsvägen 24,1.12583,-0.09499,5476.14619,-89187.61041,False,False,-1.29798
Nyckelharpa,-1.78926,1181.20641,1000.42555,179.12865,0.00000,Lindstedsvägen 24,-1.34277,2.27257,5474.61830,-89185.02029,False,False,3.57852
Dragspel,1.41130,-2190.31384,1000.77220,-140.58524,-0.00000,KTH Biblioteket,-0.85683,-0.16586,5472.13957,-89186.19407,False,False,-2.82260
Dragspel,1.00647,851.22391,1000.57600,-100.16876,0.00000,Entrée,0.66596,-0.62302,5471.98705,-89186.45400,True,False,-2.01294
Dragspel,-0.18295,364.40003,1001.04498,18.65345,0.00000,Slussen,-0.10226,-0.97525,5472.95499,-89186.43444,False,False,0.36590
Serpent,0.19580,281.46105,1000.57385,-19.20562,0.00000,Slussen,0.36945,-0.58124,5473.58713,-89186.89702,False,False,-0.39159
Nyckelharpa,-0.06565,384.90559,1000.51457,6.74776,0.00000,Slussen,0.30352,0.17004,5474.98219,-89187.20755,False,False,0.13130
Dragspel,0.74410,720.21723,1000.82476,-74.23584,0.00000,Entrée,0.82797,-1.58523,5474.14396,-89187.41096,True,False,-1.48820
Nyckelharpa,3.14750,-1523.05833,1000.47538,-314.55937,-0.00000,Östra stationen,3.28239,-3.80751,5473.79033,-89186.11338,True,False,-6.29500
Dragspel,1.85904,-991.10676,1000.49061,-185.74495,-0.00000,Brinnelvägen 8,1.35739,-2.31187,5473.84257,-89187.48474,False,False,-3.71808
Dragspel,2.29870,-797.32935,1000.87407,-229.46826,-0.00000,Entrée,0.58692,-2.04344,5472.89040,-89185.46489,True,False,-4.59739
Dragspel,1.73163,-1395.95227,1001.08229,-172.78653,-0.00000,Lindstedsvägen 24,0.41049,-1.77238,5473.35785,-89185.71102,False,False,-3.46326
Dragspel,0.82115,2213.13898,1000.75383,-81.88010,0.00000,KTH Biblioteket,1.06365,-1.21817,5473.29238,-89186.33449,True,True,-1.64230
Dragspel,-1.43381,455.00043,1000.30330,143.59824,0.00000,Slussen,-2.28847,0.93689,5474.72978,-89186.03598,False,False,2.86763
Dragspel,1.67267,-2243.40479,1000.86925,-167.08282,-0.00000,KTH Biblioteket,2.73415,-1.66073,5475.25074,-89186.66540,False,False,-3.34534
Nyckelharpa,0.64330,1092.76430,1000.79786,-64.05173,0.00000,Brinnelvägen 8,-0.42266,-1.00982,5478.38978,-89185.94539,True,False,-1.28660
